Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TSV
241,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,11.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,68.0,14.1,4.0,11.0,1.0,0.0,1.43,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.3,15.6,4.0,11.0,1.0,0.0,1.43,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,65.0,14.8,4.0,11.0,1.0,0.0,1.43,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,13.3,4.0,11.0,1.0,0.0,1.43,2.0,4.0,0.0
1155,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,51.1,17.5,3.0,8.0,0.0,1.0,1.24,2.0,4.0,0.0
1,3.0,3.0,1.0,1.0,21.2,5.6,67.4,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,0.0
2,3.0,3.0,1.0,1.0,21.2,5.6,48.8,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,0.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.3,16.6,3.0,8.0,0.0,1.0,1.24,2.0,4.0,0.0
253,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,8.0,0.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,46.8,13.5,4.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,52.8,14.4,4.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,63.3,16.8,4.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,71.2,14.4,4.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
1783,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,1.0,1.0,1.25,2.0,1.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,53.1,14.8,5.0,11.0,1.0,1.0,1.25,2.0,1.0,0.0
1,4.0,4.0,1.0,2.0,20.8,4.2,69.6,13.9,5.0,11.0,1.0,1.0,1.25,2.0,1.0,0.0
2,4.0,4.0,1.0,2.0,20.8,4.2,60.5,14.2,5.0,11.0,1.0,1.0,1.25,2.0,1.0,0.0
3,4.0,4.0,1.0,2.0,20.8,4.2,61.1,15.9,5.0,11.0,1.0,1.0,1.25,2.0,1.0,0.0
1380,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.55,2.0,1.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,70.1,15.1,5.0,10.0,1.0,1.0,1.55,2.0,1.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,51.9,17.4,5.0,10.0,1.0,1.0,1.55,2.0,1.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,62.8,14.7,5.0,10.0,1.0,1.0,1.55,2.0,1.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,17.2,5.0,10.0,1.0,1.0,1.55,2.0,1.0,0.0
157,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,63.6,13.2,4.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
1,2.0,1.0,0.0,5.0,20.5,5.0,50.8,17.5,4.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
2,2.0,1.0,0.0,5.0,20.5,5.0,66.2,16.9,4.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
3,2.0,1.0,0.0,5.0,20.5,5.0,53.5,14.4,4.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
558,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,9.0,1.0,1.0,1.38,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,46.5,14.5,3.0,9.0,1.0,1.0,1.38,2.0,4.0,0.0
1,1.0,2.0,1.0,1.0,20.5,5.0,60.7,13.0,3.0,9.0,1.0,1.0,1.38,2.0,4.0,0.0
2,1.0,2.0,1.0,1.0,20.5,5.0,47.0,16.7,3.0,9.0,1.0,1.0,1.38,2.0,4.0,0.0
3,1.0,2.0,1.0,1.0,20.5,5.0,72.2,14.6,3.0,9.0,1.0,1.0,1.38,2.0,4.0,0.0
1190,3.0,3.0,1.0,2.0,21.2,5.6,61.4,14.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,44.5,14.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,0.0
1,3.0,3.0,1.0,2.0,21.2,5.6,52.6,17.5,4.0,10.0,1.0,1.0,1.55,3.0,4.0,0.0
2,3.0,3.0,1.0,2.0,21.2,5.6,44.8,17.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,0.0
3,3.0,3.0,1.0,2.0,21.2,5.6,45.7,16.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,0.0
426,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,5.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,75.1,15.1,5.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,74.8,16.2,5.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,63.7,16.3,5.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,51.6,15.2,5.0,10.0,1.0,0.0,1.07,2.0,4.0,0.0
1690,4.0,4.0,1.0,1.0,20.8,4.2,74.4,13.6,3.0,11.0,1.0,0.0,1.21,2.0,1.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,62.2,17.3,3.0,11.0,1.0,0.0,1.21,2.0,1.0,0.0
1,4.0,4.0,1.0,1.0,20.8,4.2,74.4,17.2,3.0,11.0,1.0,0.0,1.21,2.0,1.0,0.0
2,4.0,4.0,1.0,1.0,20.8,4.2,44.4,13.9,3.0,11.0,1.0,0.0,1.21,2.0,1.0,0.0
3,4.0,4.0,1.0,1.0,20.8,4.2,59.1,13.6,3.0,11.0,1.0,0.0,1.21,2.0,1.0,0.0
1765,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,53.6,15.3,5.0,10.0,0.0,1.0,1.6,2.0,4.0,0.0
1,4.0,4.0,1.0,2.0,20.8,4.2,52.1,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,0.0
2,4.0,4.0,1.0,2.0,20.8,4.2,45.8,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,0.0
3,4.0,4.0,1.0,2.0,20.8,4.2,53.4,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,0.0
48,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,0.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,51.9,15.6,4.0,10.0,0.0,0.0,1.43,2.0,4.0,0.0
1,1.0,1.0,0.0,4.0,22.2,5.1,50.9,15.6,4.0,10.0,0.0,0.0,1.43,2.0,4.0,0.0
2,1.0,1.0,0.0,4.0,22.2,5.1,60.1,17.6,4.0,10.0,0.0,0.0,1.43,2.0,4.0,0.0
3,1.0,1.0,0.0,4.0,22.2,5.1,45.3,13.6,4.0,10.0,0.0,0.0,1.43,2.0,4.0,0.0
354,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,48.9,17.2,3.0,8.0,0.0,0.0,1.21,3.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,45.9,16.6,3.0,8.0,0.0,0.0,1.21,3.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,48.7,17.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,44.9,15.8,3.0,8.0,0.0,0.0,1.21,3.0,4.0,0.0
1578,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,74.6,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,0.0
1,2.0,4.0,1.0,2.0,19.6,6.6,44.8,13.3,5.0,11.0,1.0,0.0,1.4,2.0,1.0,0.0
2,2.0,4.0,1.0,2.0,19.6,6.6,58.4,16.8,5.0,11.0,1.0,0.0,1.4,2.0,1.0,0.0
3,2.0,4.0,1.0,2.0,19.6,6.6,49.3,12.9,5.0,11.0,1.0,0.0,1.4,2.0,1.0,0.0
824,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,0.0,1.0,1.55,2.0,1.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,54.5,12.8,4.0,10.0,0.0,1.0,1.55,2.0,1.0,0.0
1,4.0,2.0,1.0,1.0,24.2,6.0,67.4,15.4,4.0,10.0,0.0,1.0,1.55,2.0,1.0,0.0
2,4.0,2.0,1.0,1.0,24.2,6.0,52.3,15.6,4.0,10.0,0.0,1.0,1.55,2.0,1.0,0.0
3,4.0,2.0,1.0,1.0,24.2,6.0,68.3,17.4,4.0,10.0,0.0,1.0,1.55,2.0,1.0,0.0
689,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,56.9,16.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,65.5,14.7,3.0,8.0,0.0,1.0,1.69,1.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,46.2,12.9,3.0,8.0,0.0,1.0,1.69,1.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,56.9,13.8,3.0,8.0,0.0,1.0,1.69,1.0,4.0,0.0
1528,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,65.2,15.2,4.0,11.0,1.0,1.0,1.55,2.0,4.0,0.0
1,2.0,4.0,1.0,2.0,19.6,6.6,52.5,13.9,4.0,11.0,1.0,1.0,1.55,2.0,4.0,0.0
2,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.9,4.0,11.0,1.0,1.0,1.55,2.0,4.0,0.0
3,2.0,4.0,1.0,2.0,19.6,6.6,65.2,13.9,4.0,11.0,1.0,1.0,1.55,2.0,4.0,0.0
201,2.0,1.0,0.0,5.0,20.5,5.0,60.6,15.3,5.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,67.3,13.1,5.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1,2.0,1.0,0.0,5.0,20.5,5.0,54.8,16.9,5.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
2,2.0,1.0,0.0,5.0,20.5,5.0,47.4,15.3,5.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
3,2.0,1.0,0.0,5.0,20.5,5.0,61.9,13.2,5.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1211,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.55,2.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,57.6,17.0,5.0,11.0,1.0,1.0,1.55,2.0,1.0,0.0
1,3.0,3.0,1.0,2.0,21.2,5.6,63.3,16.1,5.0,11.0,1.0,1.0,1.55,2.0,1.0,0.0
2,3.0,3.0,1.0,2.0,21.2,5.6,71.0,15.9,5.0,11.0,1.0,1.0,1.55,2.0,1.0,0.0
3,3.0,3.0,1.0,2.0,21.2,5.6,56.5,16.3,5.0,11.0,1.0,1.0,1.55,2.0,1.0,0.0
949,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,47.3,13.3,5.0,10.0,0.0,1.0,1.63,2.0,4.0,0.0
1,1.0,3.0,1.0,3.0,22.4,10.1,58.2,13.3,5.0,10.0,0.0,1.0,1.63,2.0,4.0,0.0
2,1.0,3.0,1.0,3.0,22.4,10.1,64.6,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,0.0
3,1.0,3.0,1.0,3.0,22.4,10.1,59.3,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,0.0
1856,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,9.0,0.0,1.0,1.16,2.0,1.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,54.0,13.9,4.0,9.0,0.0,1.0,1.16,2.0,1.0,0.0
1,5.0,4.0,1.0,1.0,20.6,4.6,47.2,17.0,4.0,9.0,0.0,1.0,1.16,2.0,1.0,0.0
2,5.0,4.0,1.0,1.0,20.6,4.6,65.4,15.1,4.0,9.0,0.0,1.0,1.16,2.0,1.0,0.0
3,5.0,4.0,1.0,1.0,20.6,4.6,64.8,13.0,4.0,9.0,0.0,1.0,1.16,2.0,1.0,0.0
749,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,65.4,14.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,67.5,14.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,66.8,14.3,4.0,10.0,1.0,1.0,1.08,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,75.1,16.3,4.0,10.0,1.0,1.0,1.08,2.0,4.0,0.0
537,5.0,1.0,0.0,3.0,24.2,6.0,64.7,15.6,5.0,10.0,0.0,0.0,1.07,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,68.1,15.5,5.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
1,5.0,1.0,0.0,3.0,24.2,6.0,67.5,16.9,5.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
2,5.0,1.0,0.0,3.0,24.2,6.0,46.4,12.9,5.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
3,5.0,1.0,0.0,3.0,24.2,6.0,70.0,15.7,5.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
892,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,9.0,0.0,1.0,1.5,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,71.4,15.6,4.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
1,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
2,1.0,3.0,1.0,2.0,22.4,10.1,50.1,15.8,4.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
3,1.0,3.0,1.0,2.0,22.4,10.1,66.3,17.0,4.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
385,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.57,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,61.0,15.6,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,50.2,14.3,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,74.4,13.6,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,59.2,16.7,4.0,9.0,0.0,0.0,1.57,2.0,4.0,0.0
1450,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,10.0,1.0,1.0,1.61,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,58.9,14.9,5.0,10.0,1.0,1.0,1.61,2.0,4.0,0.0
1,1.0,4.0,1.0,5.0,22.4,4.7,57.3,14.3,5.0,10.0,1.0,1.0,1.61,2.0,4.0,0.0
2,1.0,4.0,1.0,5.0,22.4,4.7,52.1,16.7,5.0,10.0,1.0,1.0,1.61,2.0,4.0,0.0
3,1.0,4.0,1.0,5.0,22.4,4.7,50.6,14.8,5.0,10.0,1.0,1.0,1.61,2.0,4.0,0.0
1923,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,68.1,13.8,3.0,8.0,1.0,1.0,1.77,2.0,4.0,0.0
1,1.0,5.0,1.0,3.0,20.8,4.2,66.3,16.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,0.0
2,1.0,5.0,1.0,3.0,20.8,4.2,74.1,14.0,3.0,8.0,1.0,1.0,1.77,2.0,4.0,0.0
3,1.0,5.0,1.0,3.0,20.8,4.2,72.0,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,0.0
162,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,50.2,14.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,0.0
1,2.0,1.0,0.0,5.0,20.5,5.0,47.6,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,0.0
2,2.0,1.0,0.0,5.0,20.5,5.0,64.1,15.1,5.0,10.0,0.0,0.0,1.26,2.0,4.0,0.0
3,2.0,1.0,0.0,5.0,20.5,5.0,63.8,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,0.0
1409,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,
0,1.0,4.0,1.0,3.0,22.4,4.7,52.5,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,0.0
1,1.0,4.0,1.0,3.0,22.4,4.7,51.2,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,0.0
2,1.0,4.0,1.0,3.0,22.4,4.7,46.8,16.3,3.0,9.0,0.0,1.0,1.33,2.0,3.0,0.0
3,1.0,4.0,1.0,3.0,22.4,4.7,68.5,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,0.0
620,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,3.0,8.0,0.0,1.0,1.71,3.0,2.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,48.0,13.4,3.0,8.0,0.0,1.0,1.71,3.0,2.0,0.0
1,2.0,2.0,1.0,1.0,22.2,5.2,65.0,15.1,3.0,8.0,0.0,1.0,1.71,3.0,2.0,0.0
2,2.0,2.0,1.0,1.0,22.2,5.2,65.0,13.2,3.0,8.0,0.0,1.0,1.71,3.0,2.0,0.0
3,2.0,2.0,1.0,1.0,22.2,5.2,46.0,14.6,3.0,8.0,0.0,1.0,1.71,3.0,2.0,0.0
392,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.07,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,58.1,16.6,4.0,9.0,0.0,0.0,1.07,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,65.6,14.0,4.0,9.0,0.0,0.0,1.07,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,65.4,14.0,4.0,9.0,0.0,0.0,1.07,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,54.9,16.2,4.0,9.0,0.0,0.0,1.07,2.0,4.0,0.0
1014,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,45.6,12.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,0.0
1,2.0,3.0,1.0,1.0,18.4,8.2,59.1,12.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,0.0
2,2.0,3.0,1.0,1.0,18.4,8.2,74.2,17.1,3.0,8.0,0.0,1.0,1.38,2.0,4.0,0.0
3,2.0,3.0,1.0,1.0,18.4,8.2,56.8,12.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,0.0
1472,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,12.0,0.0,1.0,1.61,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,48.6,14.3,5.0,12.0,0.0,1.0,1.61,2.0,4.0,0.0
1,1.0,4.0,1.0,5.0,22.4,4.7,57.7,15.5,5.0,12.0,0.0,1.0,1.61,2.0,4.0,0.0
2,1.0,4.0,1.0,5.0,22.4,4.7,50.2,17.3,5.0,12.0,0.0,1.0,1.61,2.0,4.0,0.0
3,1.0,4.0,1.0,5.0,22.4,4.7,50.2,14.7,5.0,12.0,0.0,1.0,1.61,2.0,4.0,0.0
146,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.4,4.0,9.0,1.0,0.0,0.9,2.0,4.0,0.0
1,2.0,1.0,0.0,5.0,20.5,5.0,58.6,13.6,4.0,9.0,1.0,0.0,0.9,2.0,4.0,0.0
2,2.0,1.0,0.0,5.0,20.5,5.0,50.0,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,0.0
3,2.0,1.0,0.0,5.0,20.5,5.0,53.9,16.5,4.0,9.0,1.0,0.0,0.9,2.0,4.0,0.0
1126,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,10.0,1.0,1.0,1.38,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,62.3,17.4,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
1,3.0,3.0,1.0,1.0,21.2,5.6,65.3,17.3,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
2,3.0,3.0,1.0,1.0,21.2,5.6,63.8,14.3,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
3,3.0,3.0,1.0,1.0,21.2,5.6,62.3,13.6,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
261,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,62.3,15.2,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,61.0,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,72.7,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,74.4,17.3,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1667,3.0,4.0,1.0,2.0,20.0,8.8,55.8,13.3,5.0,10.0,0.0,1.0,1.16,2.0,1.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,55.8,15.8,5.0,10.0,0.0,1.0,1.16,2.0,1.0,0.0
1,3.0,4.0,1.0,2.0,20.0,8.8,63.7,14.8,5.0,10.0,0.0,1.0,1.16,2.0,1.0,0.0
2,3.0,4.0,1.0,2.0,20.0,8.8,56.6,13.8,5.0,10.0,0.0,1.0,1.16,2.0,1.0,0.0
3,3.0,4.0,1.0,2.0,20.0,8.8,48.3,13.3,5.0,10.0,0.0,1.0,1.16,2.0,1.0,0.0
459,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,67.6,15.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,0.0
1,5.0,1.0,0.0,2.0,24.2,6.0,62.3,15.8,3.0,8.0,0.0,0.0,1.04,2.0,1.0,0.0
2,5.0,1.0,0.0,2.0,24.2,6.0,67.9,15.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,0.0
3,5.0,1.0,0.0,2.0,24.2,6.0,65.0,14.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,0.0
1324,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,4.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,45.9,14.0,4.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,62.2,12.9,4.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,61.7,13.8,4.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,74.6,17.2,4.0,11.0,0.0,1.0,1.55,2.0,4.0,0.0
1976,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,3.0,9.0,1.0,0.0,1.21,2.0,2.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,62.9,13.6,3.0,9.0,1.0,0.0,1.21,2.0,2.0,0.0
1,2.0,5.0,1.0,3.0,20.6,4.6,74.7,13.0,3.0,9.0,1.0,0.0,1.21,2.0,2.0,0.0
2,2.0,5.0,1.0,3.0,20.6,4.6,65.1,17.1,3.0,9.0,1.0,0.0,1.21,2.0,2.0,0.0
3,2.0,5.0,1.0,3.0,20.6,4.6,71.5,16.5,3.0,9.0,1.0,0.0,1.21,2.0,2.0,0.0
1763,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,1.0,1.33,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,50.3,16.9,5.0,11.0,0.0,1.0,1.33,2.0,4.0,0.0
1,4.0,4.0,1.0,2.0,20.8,4.2,59.7,14.2,5.0,11.0,0.0,1.0,1.33,2.0,4.0,0.0
2,4.0,4.0,1.0,2.0,20.8,4.2,69.3,13.3,5.0,11.0,0.0,1.0,1.33,2.0,4.0,0.0
3,4.0,4.0,1.0,2.0,20.8,4.2,73.1,16.2,5.0,11.0,0.0,1.0,1.33,2.0,4.0,0.0
984,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,9.0,1.0,1.0,1.52,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,51.0,15.5,3.0,9.0,1.0,1.0,1.52,2.0,4.0,0.0
1,2.0,3.0,1.0,1.0,18.4,8.2,50.7,16.0,3.0,9.0,1.0,1.0,1.52,2.0,4.0,0.0
2,2.0,3.0,1.0,1.0,18.4,8.2,46.0,12.9,3.0,9.0,1.0,1.0,1.52,2.0,4.0,0.0
3,2.0,3.0,1.0,1.0,18.4,8.2,50.9,12.9,3.0,9.0,1.0,1.0,1.52,2.0,4.0,0.0
1739,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,70.8,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
