Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
1,1.0,3.0,1.0,2.0,22.4,10.1,75.0,16.7,4.0,11.0,0.0,1.0,1.21,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,75.4,17.0,4.0,11.0,0.0,1.0,1.21,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,58.2,14.2,4.0,11.0,0.0,1.0,1.21,2.0,4.0,2.0
241,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,11.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,69.1,15.5,4.0,11.0,1.0,0.0,1.43,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,75.2,14.2,4.0,11.0,1.0,0.0,1.43,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,49.8,13.1,4.0,11.0,1.0,0.0,1.43,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,69.4,17.1,4.0,11.0,1.0,0.0,1.43,2.0,4.0,2.0
1155,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,56.4,13.7,3.0,8.0,0.0,1.0,1.24,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,58.5,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,46.6,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,52.3,14.0,3.0,8.0,0.0,1.0,1.24,2.0,4.0,2.0
253,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,8.0,0.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,61.1,17.5,4.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,58.1,14.3,4.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,51.9,17.0,4.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,52.5,15.9,4.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
1783,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,1.0,1.0,1.25,2.0,1.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,45.4,16.8,5.0,11.0,1.0,1.0,1.25,2.0,1.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,71.5,17.0,5.0,11.0,1.0,1.0,1.25,2.0,1.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,58.1,13.2,5.0,11.0,1.0,1.0,1.25,2.0,1.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,70.8,16.3,5.0,11.0,1.0,1.0,1.25,2.0,1.0,2.0
1380,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.55,2.0,1.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,58.3,13.4,5.0,10.0,1.0,1.0,1.55,2.0,1.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,14.3,5.0,10.0,1.0,1.0,1.55,2.0,1.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,48.3,14.5,5.0,10.0,1.0,1.0,1.55,2.0,1.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,46.0,13.7,5.0,10.0,1.0,1.0,1.55,2.0,1.0,2.0
157,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,57.5,17.4,4.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,52.3,13.9,4.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,47.5,15.3,4.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,56.2,13.1,4.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
558,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,9.0,1.0,1.0,1.38,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,69.9,17.3,3.0,9.0,1.0,1.0,1.38,2.0,4.0,2.0
1,1.0,2.0,1.0,1.0,20.5,5.0,54.2,14.1,3.0,9.0,1.0,1.0,1.38,2.0,4.0,2.0
2,1.0,2.0,1.0,1.0,20.5,5.0,71.4,17.1,3.0,9.0,1.0,1.0,1.38,2.0,4.0,2.0
3,1.0,2.0,1.0,1.0,20.5,5.0,60.9,16.3,3.0,9.0,1.0,1.0,1.38,2.0,4.0,2.0
1190,3.0,3.0,1.0,2.0,21.2,5.6,61.4,14.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,50.9,16.7,4.0,10.0,1.0,1.0,1.55,3.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,61.7,14.0,4.0,10.0,1.0,1.0,1.55,3.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,61.4,13.6,4.0,10.0,1.0,1.0,1.55,3.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,75.1,14.9,4.0,10.0,1.0,1.0,1.55,3.0,4.0,2.0
426,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,5.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,56.2,16.0,5.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,66.8,13.6,5.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,48.3,16.0,5.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,70.4,13.9,5.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
1690,4.0,4.0,1.0,1.0,20.8,4.2,74.4,13.6,3.0,11.0,1.0,0.0,1.21,2.0,1.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,68.9,15.2,3.0,11.0,1.0,0.0,1.21,2.0,1.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,56.7,14.5,3.0,11.0,1.0,0.0,1.21,2.0,1.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,65.6,14.8,3.0,11.0,1.0,0.0,1.21,2.0,1.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,53.4,14.9,3.0,11.0,1.0,0.0,1.21,2.0,1.0,2.0
1765,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,72.2,14.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,74.6,16.2,5.0,10.0,0.0,1.0,1.6,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,58.4,17.3,5.0,10.0,0.0,1.0,1.6,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,65.4,17.3,5.0,10.0,0.0,1.0,1.6,2.0,4.0,2.0
48,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,0.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,55.7,13.7,4.0,10.0,0.0,0.0,1.43,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,63.5,17.5,4.0,10.0,0.0,0.0,1.43,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,70.2,14.1,4.0,10.0,0.0,0.0,1.43,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,71.6,14.1,4.0,10.0,0.0,0.0,1.43,2.0,4.0,2.0
354,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,46.4,14.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,53.3,14.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,47.0,14.2,3.0,8.0,0.0,0.0,1.21,3.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,61.9,14.0,3.0,8.0,0.0,0.0,1.21,3.0,4.0,2.0
1578,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,68.0,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,53.2,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,54.6,16.5,5.0,11.0,1.0,0.0,1.4,2.0,1.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,70.6,13.0,5.0,11.0,1.0,0.0,1.4,2.0,1.0,2.0
824,4.0,2.0,1.0,1.0,24.2,6.0,59.9,15.4,4.0,10.0,0.0,1.0,1.55,2.0,1.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,55.5,13.3,4.0,10.0,0.0,1.0,1.55,2.0,1.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,55.6,16.2,4.0,10.0,0.0,1.0,1.55,2.0,1.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,64.6,16.1,4.0,10.0,0.0,1.0,1.55,2.0,1.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,62.5,15.4,4.0,10.0,0.0,1.0,1.55,2.0,1.0,2.0
689,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,46.0,15.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,63.6,15.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,52.9,15.0,3.0,8.0,0.0,1.0,1.69,1.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,64.0,14.7,3.0,8.0,0.0,1.0,1.69,1.0,4.0,2.0
1528,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,59.0,14.1,4.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,56.9,16.4,4.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,75.3,17.2,4.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,63.9,14.1,4.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
201,2.0,1.0,0.0,5.0,20.5,5.0,60.6,15.3,5.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,68.8,15.4,5.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,67.3,15.1,5.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,71.4,14.3,5.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,66.5,13.2,5.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1211,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.55,2.0,1.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,74.0,16.6,5.0,11.0,1.0,1.0,1.55,2.0,1.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,53.1,17.1,5.0,11.0,1.0,1.0,1.55,2.0,1.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,53.8,15.6,5.0,11.0,1.0,1.0,1.55,2.0,1.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,62.4,14.5,5.0,11.0,1.0,1.0,1.55,2.0,1.0,2.0
949,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,46.1,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,70.5,17.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,54.5,17.5,5.0,10.0,0.0,1.0,1.63,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,46.3,14.0,5.0,10.0,0.0,1.0,1.63,2.0,4.0,2.0
1856,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,9.0,0.0,1.0,1.16,2.0,1.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,58.3,16.5,4.0,9.0,0.0,1.0,1.16,2.0,1.0,2.0
1,5.0,4.0,1.0,1.0,20.6,4.6,61.6,16.9,4.0,9.0,0.0,1.0,1.16,2.0,1.0,2.0
2,5.0,4.0,1.0,1.0,20.6,4.6,62.1,13.8,4.0,9.0,0.0,1.0,1.16,2.0,1.0,2.0
3,5.0,4.0,1.0,1.0,20.6,4.6,51.8,15.9,4.0,9.0,0.0,1.0,1.16,2.0,1.0,2.0
749,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,47.2,14.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,50.4,17.0,4.0,10.0,1.0,1.0,1.08,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,49.1,13.1,4.0,10.0,1.0,1.0,1.08,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,68.7,17.2,4.0,10.0,1.0,1.0,1.08,2.0,4.0,2.0
537,5.0,1.0,0.0,3.0,24.2,6.0,64.7,15.6,5.0,10.0,0.0,0.0,1.07,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,64.1,15.0,5.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
1,5.0,1.0,0.0,3.0,24.2,6.0,61.2,15.6,5.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
2,5.0,1.0,0.0,3.0,24.2,6.0,50.1,16.2,5.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
3,5.0,1.0,0.0,3.0,24.2,6.0,68.1,14.0,5.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
892,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,9.0,0.0,1.0,1.5,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,75.4,13.9,4.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,75.3,17.0,4.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,48.9,17.4,4.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,58.8,14.6,4.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
385,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.57,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,73.4,15.6,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,54.6,17.5,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,54.6,17.0,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,57.3,17.3,4.0,9.0,0.0,0.0,1.57,2.0,4.0,2.0
1450,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,10.0,1.0,1.0,1.61,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,68.1,17.3,5.0,10.0,1.0,1.0,1.61,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,75.4,16.6,5.0,10.0,1.0,1.0,1.61,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,48.5,15.4,5.0,10.0,1.0,1.0,1.61,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,48.9,16.2,5.0,10.0,1.0,1.0,1.61,2.0,4.0,2.0
1923,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,48.9,15.5,3.0,8.0,1.0,1.0,1.77,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,69.8,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,63.0,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,55.5,14.9,3.0,8.0,1.0,1.0,1.77,2.0,4.0,2.0
162,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,47.4,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,58.3,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,56.8,15.3,5.0,10.0,0.0,0.0,1.26,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,56.6,14.1,5.0,10.0,0.0,0.0,1.26,2.0,4.0,2.0
1409,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,
0,1.0,4.0,1.0,3.0,22.4,4.7,60.6,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,2.0
1,1.0,4.0,1.0,3.0,22.4,4.7,74.6,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,2.0
2,1.0,4.0,1.0,3.0,22.4,4.7,64.7,14.5,3.0,9.0,0.0,1.0,1.33,2.0,3.0,2.0
3,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.9,3.0,9.0,0.0,1.0,1.33,2.0,3.0,2.0
620,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,3.0,8.0,0.0,1.0,1.71,3.0,2.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,68.2,17.0,3.0,8.0,0.0,1.0,1.71,3.0,2.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,51.5,16.6,3.0,8.0,0.0,1.0,1.71,3.0,2.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,49.8,17.5,3.0,8.0,0.0,1.0,1.71,3.0,2.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,62.9,15.9,3.0,8.0,0.0,1.0,1.71,3.0,2.0,2.0
392,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.07,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,58.4,13.9,4.0,9.0,0.0,0.0,1.07,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,69.2,15.9,4.0,9.0,0.0,0.0,1.07,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,68.3,16.6,4.0,9.0,0.0,0.0,1.07,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,54.4,15.5,4.0,9.0,0.0,0.0,1.07,2.0,4.0,2.0
1014,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,60.6,15.2,3.0,8.0,0.0,1.0,1.38,2.0,4.0,2.0
1,2.0,3.0,1.0,1.0,18.4,8.2,65.0,15.1,3.0,8.0,0.0,1.0,1.38,2.0,4.0,2.0
2,2.0,3.0,1.0,1.0,18.4,8.2,75.3,15.9,3.0,8.0,0.0,1.0,1.38,2.0,4.0,2.0
3,2.0,3.0,1.0,1.0,18.4,8.2,71.2,15.6,3.0,8.0,0.0,1.0,1.38,2.0,4.0,2.0
1472,1.0,4.0,1.0,5.0,22.4,4.7,68.1,13.1,5.0,12.0,0.0,1.0,1.61,2.0,4.0,
0,1.0,4.0,1.0,5.0,22.4,4.7,61.4,16.5,5.0,12.0,0.0,1.0,1.61,2.0,4.0,2.0
1,1.0,4.0,1.0,5.0,22.4,4.7,73.6,16.8,5.0,12.0,0.0,1.0,1.61,2.0,4.0,2.0
2,1.0,4.0,1.0,5.0,22.4,4.7,58.8,16.3,5.0,12.0,0.0,1.0,1.61,2.0,4.0,2.0
3,1.0,4.0,1.0,5.0,22.4,4.7,64.6,16.4,5.0,12.0,0.0,1.0,1.61,2.0,4.0,2.0
146,2.0,1.0,0.0,5.0,20.5,5.0,65.8,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,64.0,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,58.5,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,67.1,15.1,4.0,9.0,1.0,0.0,0.9,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,64.8,16.6,4.0,9.0,1.0,0.0,0.9,2.0,4.0,2.0
1126,3.0,3.0,1.0,1.0,21.2,5.6,62.3,14.0,3.0,10.0,1.0,1.0,1.38,2.0,4.0,
0,3.0,3.0,1.0,1.0,21.2,5.6,53.2,14.0,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
1,3.0,3.0,1.0,1.0,21.2,5.6,60.3,13.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
2,3.0,3.0,1.0,1.0,21.2,5.6,62.3,16.3,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
3,3.0,3.0,1.0,1.0,21.2,5.6,70.6,15.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
261,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,69.1,13.6,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,62.5,17.2,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,54.4,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,57.5,13.2,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1667,3.0,4.0,1.0,2.0,20.0,8.8,55.8,13.3,5.0,10.0,0.0,1.0,1.16,2.0,1.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,60.1,15.8,5.0,10.0,0.0,1.0,1.16,2.0,1.0,2.0
1,3.0,4.0,1.0,2.0,20.0,8.8,75.6,14.6,5.0,10.0,0.0,1.0,1.16,2.0,1.0,2.0
2,3.0,4.0,1.0,2.0,20.0,8.8,65.7,15.6,5.0,10.0,0.0,1.0,1.16,2.0,1.0,2.0
3,3.0,4.0,1.0,2.0,20.0,8.8,66.8,15.0,5.0,10.0,0.0,1.0,1.16,2.0,1.0,2.0
459,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,47.8,16.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,58.9,14.8,3.0,8.0,0.0,0.0,1.04,2.0,1.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,45.0,16.3,3.0,8.0,0.0,0.0,1.04,2.0,1.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,49.6,15.1,3.0,8.0,0.0,0.0,1.04,2.0,1.0,2.0
1324,4.0,3.0,1.0,2.0,17.6,8.4,62.2,14.0,4.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.2,12.8,4.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,74.2,17.3,4.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,73.6,15.2,4.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,73.7,14.0,4.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
1976,2.0,5.0,1.0,3.0,20.6,4.6,59.0,13.9,3.0,9.0,1.0,0.0,1.21,2.0,2.0,
0,2.0,5.0,1.0,3.0,20.6,4.6,63.0,17.3,3.0,9.0,1.0,0.0,1.21,2.0,2.0,2.0
1,2.0,5.0,1.0,3.0,20.6,4.6,62.7,14.0,3.0,9.0,1.0,0.0,1.21,2.0,2.0,2.0
2,2.0,5.0,1.0,3.0,20.6,4.6,47.1,16.8,3.0,9.0,1.0,0.0,1.21,2.0,2.0,2.0
3,2.0,5.0,1.0,3.0,20.6,4.6,49.7,16.4,3.0,9.0,1.0,0.0,1.21,2.0,2.0,2.0
1763,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,5.0,11.0,0.0,1.0,1.33,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,69.3,15.4,5.0,11.0,0.0,1.0,1.33,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,69.6,15.0,5.0,11.0,0.0,1.0,1.33,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,68.3,13.9,5.0,11.0,0.0,1.0,1.33,2.0,4.0,2.0
3,4.0,4.0,1.0,2.0,20.8,4.2,66.6,15.0,5.0,11.0,0.0,1.0,1.33,2.0,4.0,2.0
984,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,9.0,1.0,1.0,1.52,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,62.9,16.6,3.0,9.0,1.0,1.0,1.52,2.0,4.0,2.0
1,2.0,3.0,1.0,1.0,18.4,8.2,58.5,13.4,3.0,9.0,1.0,1.0,1.52,2.0,4.0,2.0
